Property,LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,PoorCondition,GoodCondition,Price
4423,48000,123300,0.23,1578,0,0,1,0,1,3,5,1,96.6,0,0,1,183403
4424,37800,269600,0.15,2256,747,0,2,1,1,4,4,1,47.2,0,0,1,315000
4425,58000,192500,0.45,2499,0,0,1,1,1,3,5,1,101.6,0,0,1,251823
4426,29600,121100,0.19,1053,450,120,2,1,1,3,4,1,15.7,0,0,0,155845
4427,30600,145300,0.19,2112,0,0,2,0,1,3,3,1,69.7,0,0,1,148718
4428,32800,115500,0.22,1025,350,192,1,0,1,2,3,1,85.6,0,0,1,156796
4429,55500,115600,0.39,1420,1000,340,3,0,1,2,4,1,95.6,0,0,1,199558
4430,47900,241000,0.21,2261,0,240,1,0,1,3,4,1,71.2,0,0,1,310000
4431,66300,217900,0.61,2508,0,122,1,1,1,4,3,0,87.4,0,0,1,233653
4432,56800,298000,0.41,3025,0,0,3,1,1,4,6,1,77.1,252,0,1,300000
4433,48800,108400,0.24,1086,0,0,1,0,0,2,3,1,54.6,0,0,0,150856
4434,36000,138200,0.36,1589,0,0,2,0,1,3,4,1,77.3,0,0,1,148331
4435,26800,114300,0.18,1318,450,434,1,1,0,3,2,1,58.3,0,0,0,146512
4436,29300,111300,0.24,1049,0,0,1,1,1,2,4,1,55.7,336,0,1,122586
4437,27300,104400,0.17,1215,0,0,1,0,0,3,2,1,113.3,684,0,1,114911
4438,27200,109600,0.19,1024,0,0,1,0,0,3,3,1,45.6,0,0,1,136365
4439,27100,103600,0.2,1095,0,220,1,0,0,3,3,1,55.2,0,0,1,132500
4440,40800,139700,0.32,1491,0,168,1,0,1,3,2,1,58.6,342,0,1,166298
4441,29700,83300,0.29,1032,0,0,1,0,0,2,3,1,60.2,0,0,1,105000
4442,27400,62500,0.19,675,0,0,1,0,0,2,2,1,55.5,0,0,1,78398
4443,27100,71800,0.19,840,162,144,1,0,0,2,2,1,55.3,0,0,1,95664
4444,27100,35000,0.19,792,0,0,1,0,0,2,3,1,61.5,0,1,0,49795
4445,27100,78000,0.19,837,196,126,2,0,0,3,1,1,69.8,212,0,1,125586
4446,23600,64800,0.16,768,0,0,1,0,0,2,3,0,56.3,0,0,1,81395
4447,27300,89900,0.19,952,0,0,1,0,0,2,3,1,51.4,0,0,1,111943
4448,27800,111800,0.19,998,0,192,1,0,0,3,2,1,55.8,0,0,1,142725
4449,28200,97800,0.19,826,0,0,1,0,0,2,3,1,51.3,0,0,1,110123
4450,28200,104700,0.19,1144,0,0,1,0,0,3,3,1,49.6,0,0,1,107856
4451,41800,118500,0.73,1166,388,168,1,0,1,2,5,1,54.2,0,0,1,151000
4452,71700,250400,0.97,2117,1460,152,3,0,1,4,4,1,21.7,574,0,1,276530
4453,46800,232500,0.31,2622,0,240,2,1,1,4,3,1,21.7,508,0,1,219704
4454,33300,104800,0.18,1008,0,0,1,0,0,2,3,1,44.3,0,0,0,127360
4455,22900,104400,0.16,911,0,0,1,0,0,2,2,1,62.3,0,0,1,149385
4456,22700,98300,0.16,1184,0,0,1,0,1,3,3,1,75.4,0,0,1,154077
4457,25600,103600,0.16,768,0,44,1,0,0,2,2,1,89.5,0,0,0,86475
4458,26000,86600,0.16,906,0,0,1,0,1,2,3,1,81.6,0,0,1,102535
4459,34700,129500,0.2,1860,1236,0,2,0,2,4,3,1,70.1,0,0,0,162500
4460,29600,107300,0.19,1414,400,220,2,2,0,4,3,1,56.6,0,0,1,143159
4461,25400,105600,0.14,1328,500,0,2,0,0,3,3,1,59.6,0,0,0,110232
4462,30200,87200,0.24,1038,0,342,1,0,0,3,3,1,58.3,0,0,1,111560
4463,33100,111200,0.25,1814,0,0,1,0,1,3,4,1,73.4,0,0,1,145554
4464,28700,127900,0.18,1174,0,0,2,1,1,3,2,1,70.5,0,0,1,159551
4465,34200,93000,0.18,1239,350,0,1,0,2,3,3,1,68.8,200,0,0,138391
4466,33700,121600,0.18,1106,500,256,2,0,1,3,2,1,59.4,276,0,1,126900
4467,21600,96100,0.15,1172,0,156,1,0,0,2,2,1,41.7,0,0,1,109282
4468,18800,64400,0.13,672,0,0,1,0,0,2,2,1,59.8,0,0,1,98499
4469,31400,78000,0.32,864,0,0,1,0,0,3,2,1,57.4,0,0,1,113954
4470,34200,68800,0.2,816,0,168,1,0,1,2,3,1,86.6,0,0,1,118785
4471,28500,107100,0.19,1050,0,0,1,0,0,3,2,1,52.7,276,0,1,119735
4472,28400,112700,0.19,1178,300,0,1,1,0,3,2,1,48.2,0,0,1,144000
4473,26100,82400,0.17,864,0,56,1,0,0,3,2,1,59.1,0,0,1,108000
4474,26900,79600,0.19,864,360,140,1,0,0,2,3,1,58.1,0,0,0,126000
4475,28500,92500,0.2,1057,280,0,1,1,0,3,2,1,52.5,0,0,1,114911
4476,28700,93500,0.2,1002,0,0,2,0,0,3,2,1,50.4,0,0,1,132148
4477,30500,92600,0.24,852,0,210,1,1,0,2,3,1,50.8,0,0,1,123124
4478,26500,134000,0.17,1143,546,386,2,0,0,3,2,1,47.7,0,0,1,137790
4479,31000,85300,0.25,912,0,0,2,0,0,3,2,1,48.1,0,0,1,119000
4480,28200,114000,0.21,1010,760,224,2,0,0,3,5,1,49.7,0,0,1,130188
4481,30100,71400,0.23,744,0,0,1,0,0,2,2,1,61.6,0,0,1,110137
4482,37000,174800,0.42,1600,0,320,2,1,1,3,3,1,5.4,0,0,0,169015
4483,25600,95900,0.16,1160,0,248,1,0,1,3,3,1,84.4,0,0,1,124487
4484,27700,109300,0.17,1601,0,0,1,0,1,3,5,1,89.5,0,0,1,171314
4485,31800,133900,0.2,1916,0,0,2,0,1,3,5,1,95.4,0,0,1,167579
4486,28400,123300,0.18,1356,0,102,1,1,1,2,3,1,70.7,0,0,0,132564
4487,35000,100000,0.18,1008,400,0,1,1,0,2,3,1,56.7,0,0,0,129238
4488,26300,40300,0.16,600,0,0,1,0,0,2,2,0,87.6,180,1,0,61768
4489,38000,171600,0.3,1831,0,260,2,0,1,4,3,1,86.5,0,0,1,228066
4490,29200,116300,0.18,1705,50,0,2,0,1,3,5,1,89.6,0,0,0,169624
4491,29100,118200,0.18,1192,0,0,1,0,1,3,2,1,83.5,247,0,1,168722
4492,37800,140400,0.26,1734,0,519,1,1,1,3,5,1,73.5,0,0,1,222162
4493,24500,89000,0.17,940,0,0,1,0,0,2,3,1,62.7,0,0,1,80774
4494,25700,107200,0.17,1145,0,192,1,0,0,3,2,1,61.1,0,0,1,140000
4495,26800,91600,0.18,746,0,238,1,0,0,2,2,1,59.6,260,0,1,122491
4496,27900,108700,0.19,980,400,370,1,0,1,3,4,1,54.1,322,0,1,137500
4497,24400,85900,0.13,960,200,0,1,1,0,2,3,1,62.3,240,0,0,123530
4498,26000,142900,0.16,1500,400,0,2,1,1,2,4,1,83.8,0,0,1,156701
4499,30800,176600,0.2,2010,0,0,1,1,1,4,4,1,42.6,0,0,1,162972
4500,34500,98000,0.42,1152,0,304,1,0,0,3,2,1,58.6,0,0,1,133039
4501,34800,61700,0.23,756,0,0,1,0,0,2,4,1,87.6,0,0,1,87901
4502,32100,159800,0.2,1568,0,0,2,0,1,4,3,1,42.8,0,0,1,149193
4503,27200,62500,0.17,986,0,140,1,0,0,3,3,1,129.3,0,0,0,120000
4504,27100,100900,0.17,1112,360,188,1,1,0,2,2,1,69.7,0,0,1,129238
4505,27100,93900,0.17,927,0,390,1,0,0,2,4,1,68.1,0,0,1,124920
4506,27100,88700,0.17,1037,0,144,1,0,0,3,3,1,77.4,396,0,1,109166
4507,27500,136900,0.17,1302,0,312,1,0,1,3,2,1,72.5,0,0,1,158961
4508,27500,95000,0.17,888,400,0,1,0,0,2,3,1,70.7,0,0,1,129713
4509,27500,140400,0.17,1616,600,0,1,0,0,3,4,1,68.2,0,0,0,155000
4510,27000,119600,0.19,1040,0,0,2,0,0,3,1,1,1.2,0,0,0,138851
4511,26300,45500,0.16,600,0,0,1,0,0,1,2,0,89.7,0,0,0,57017
4512,24300,147900,0.15,1472,0,0,1,0,0,2,4,1,69.3,0,0,1,164706
4513,29300,102500,0.17,1335,0,0,1,0,0,2,5,1,66.4,0,0,1,142681
4514,29300,168900,0.17,2059,0,230,1,1,1,3,2,1,83.2,0,0,0,140000
4515,29200,90100,0.17,1052,0,0,1,1,0,2,3,1,87.5,0,0,1,119603
4516,29500,81400,0.17,1010,0,148,1,0,1,2,3,1,87.4,0,0,1,100452
4517,29400,122200,0.19,1515,0,288,1,0,0,3,2,1,53.2,0,0,1,144000
4518,27200,112700,0.16,1268,0,0,1,0,1,3,3,1,87.8,0,0,1,138740
4519,27000,101600,0.16,1202,0,0,1,0,0,2,4,1,92.7,0,0,1,115459
4520,29800,115000,0.18,1471,0,260,1,0,0,3,3,1,59.6,0,0,1,152044
4521,25700,100900,0.16,1199,0,0,1,0,0,2,4,1,55.1,0,0,1,123000
4522,28900,77200,0.18,770,0,120,1,0,0,2,2,1,61.6,0,0,1,111182
4523,29700,80200,0.21,852,0,160,1,0,0,2,2,1,59.7,0,0,1,104435
4524,29700,99000,0.21,1122,200,0,1,0,0,3,2,1,59.5,0,0,1,133584
4525,36100,73500,0.42,792,400,0,1,0,0,2,2,1,62.6,0,0,1,116409
4526,36300,75400,0.24,1037,0,0,1,0,0,2,3,1,80.6,0,0,1,107381
4527,27600,124700,0.67,1386,0,128,1,1,1,4,1,1,56.7,0,0,1,134939
4528,28400,126100,0.2,1283,600,256,1,0,1,2,3,1,58.3,0,0,1,120657
4529,27200,76300,0.15,864,0,0,1,0,0,3,2,1,58.7,0,0,0,99779
4530,26600,101300,0.17,1036,0,365,1,0,0,3,3,1,56.1,0,0,1,124000
4531,31000,35800,0.27,602,0,0,1,0,0,1,2,0,63.8,0,1,0,25117
4532,36000,159300,0.35,2086,300,0,1,1,1,3,3,1,54.2,0,0,1,169900
4533,29900,119300,0.27,1327,0,200,2,0,0,2,4,1,68.5,0,0,1,129275
4534,21400,78000,0.14,672,0,0,1,0,0,2,2,1,59.8,0,0,1,99684
4535,24500,77400,0.16,672,325,72,1,0,0,2,2,1,59.3,0,0,0,100289
4536,27000,91800,0.17,1279,472,0,1,0,0,4,2,1,55.7,0,0,1,123441
4537,22500,142200,0.14,1829,0,346,1,0,1,2,3,1,84.2,0,0,1,170100
4538,28000,155500,0.17,1943,0,0,2,0,1,3,6,1,85.1,0,0,1,170000
4539,35600,113000,0.19,1168,0,204,1,0,0,3,2,1,57.4,0,0,1,132148
4540,21600,99800,0.16,1010,400,192,1,0,0,3,2,1,53.1,0,0,1,132900
4541,30400,87600,0.31,780,500,144,1,1,0,3,1,1,44.8,0,0,1,114033
4542,21100,95200,0.14,1102,434,0,1,0,0,3,2,1,56.7,0,0,1,123536
4543,11600,55700,0.13,924,500,0,2,0,1,2,3,1,55.4,0,0,1,102463
4544,21600,96900,0.14,1037,525,0,1,0,0,3,2,1,59.7,0,0,1,108332
4545,20000,127200,0.14,1456,0,0,1,1,0,3,3,1,62.1,0,0,1,130000
4546,26400,128800,0.17,1194,590,144,1,1,0,3,2,1,51.7,0,0,1,142446
4547,26900,102500,0.18,1086,0,0,1,1,0,3,2,1,49.5,0,0,1,133297
4548,26800,103400,0.18,1320,143,0,1,1,0,3,3,1,49.3,0,0,1,138851
4549,26800,114600,0.18,1147,600,188,1,1,0,3,2,1,45.4,0,0,1,143543
4550,13000,106900,0.15,1470,0,100,1,1,0,3,3,1,46.7,0,0,0,137790
4551,37200,82200,0.26,1186,0,0,1,0,0,2,4,0,92.3,0,0,1,100452
4552,25400,63600,0.14,672,100,104,1,1,1,1,3,1,86.8,0,0,1,82674
4553,30500,99900,0.18,1112,100,192,1,1,0,3,3,1,63.3,0,0,1,144118
4554,41400,74700,0.61,768,0,100,1,0,0,2,2,1,59.6,0,0,1,109282
4555,22700,112300,0.17,1241,428,268,1,0,0,3,3,1,60.5,220,0,1,139809
4556,26600,80600,0.18,1148,0,0,1,0,0,3,2,1,54.5,0,0,0,122093
4557,35100,41200,0.23,640,0,0,1,0,0,2,2,0,86.7,0,0,1,64144
4558,34200,52000,0.21,794,0,0,1,0,0,1,3,0,86.4,0,0,1,66553
4559,31600,75700,0.17,824,0,0,1,0,0,2,3,1,63.2,0,0,0,128000
4560,49100,222700,0.57,2815,0,977,2,1,1,4,3,1,52.3,0,0,1,263338
4561,41600,156800,0.17,1431,0,130,2,0,1,3,2,1,1.4,741,0,0,191519
4562,50500,160400,0.34,1481,0,168,2,0,1,3,1,1,1.6,440,0,0,190055
4563,32900,124500,0.21,1100,0,240,2,0,1,3,2,1,48.3,200,0,1,151300
4564,23400,77300,0.15,896,0,0,1,0,1,2,3,0,84.5,110,0,1,113954
4565,18600,64500,0.13,900,0,0,1,0,0,2,3,1,83.8,0,0,1,85525
4566,29200,62500,0.23,751,0,283,1,0,0,2,3,1,75.8,0,0,1,88649
4567,23300,82000,0.15,1053,0,0,1,0,0,3,1,1,70.8,0,0,1,103424
4568,23400,65900,0.15,733,0,0,1,0,0,2,2,1,65.6,0,0,1,91227
4569,26400,102600,0.16,1134,0,324,2,0,0,3,2,1,70.6,0,0,1,127812
4570,66200,194800,1.09,2790,0,288,2,1,1,4,6,1,90.7,0,0,1,270829
4571,32500,98500,0.23,1200,0,0,2,0,1,2,3,0,83.6,0,0,1,142541
4572,25700,99500,0.18,1304,0,192,2,0,0,2,3,1,68.4,0,0,1,129275
4573,26700,121000,0.16,1469,0,0,2,0,0,4,2,1,55.2,0,0,1,142000
4574,26500,97700,0.16,1126,0,0,1,0,1,2,3,1,84.5,0,0,0,123441
4575,28600,52400,0.23,576,0,0,1,0,0,2,2,1,81.4,0,0,1,64638
4576,35200,90900,0.45,1002,0,252,2,0,0,2,2,1,59.8,240,0,1,130188
4577,27100,95800,0.2,894,0,168,2,0,1,2,2,1,59.2,0,0,1,122000
4578,29000,106300,0.21,1119,400,0,1,1,0,3,3,1,44.6,105,0,1,133039
4579,31300,153500,0.21,1736,0,0,1,1,1,4,3,1,36.3,0,0,1,159918
4580,29700,115700,0.19,1004,528,0,1,1,1,4,1,1,39.3,0,0,1,146416
4581,35200,127900,0.23,1116,432,0,2,0,1,3,3,1,31.6,495,0,1,157746
4582,26500,87600,0.19,768,0,0,1,0,0,2,2,1,58.4,280,0,1,83789
4583,29000,128800,0.22,1485,0,336,1,0,0,3,4,1,56.7,0,1,0,102649
4584,28500,72700,0.21,912,0,0,1,0,1,3,2,1,60.5,0,0,0,90493
4585,27800,54300,0.19,868,0,0,1,0,0,2,4,1,93.4,0,0,0,100547
4586,8900,62000,0.15,816,0,0,1,0,0,2,2,1,59.6,0,0,0,48464
4587,14800,89700,0.19,912,264,0,2,0,0,3,2,1,54.5,288,0,0,102630
4588,7600,107800,0.13,1049,0,100,1,0,0,3,2,1,3.5,240,0,0,123536
4589,12700,64400,0.22,1754,0,0,1,1,0,3,4,0,80.3,0,0,0,68720
4590,11600,54300,0.17,1276,0,0,2,0,0,4,2,0,119.4,0,1,0,86183
4591,12500,58000,0.18,1223,0,96,1,1,0,2,3,0,105.7,0,1,0,20906
4592,14000,48000,0.15,1037,0,0,1,0,0,3,3,1,96.7,0,0,0,23757
4593,6600,35700,0.12,902,0,0,1,0,0,3,3,0,99.5,0,1,0,31601
4594,27300,74700,0.5,1114,0,0,1,1,0,2,4,0,101.4,0,0,1,89535
4595,9400,68300,0.17,1184,0,97,2,0,0,3,2,0,45.2,0,0,1,110000
4596,19400,72000,0.15,1038,0,96,1,0,0,2,3,1,99.3,0,0,1,79480
4597,19900,102500,0.15,1492,0,0,1,0,0,3,2,1,96.4,0,0,1,100547
4598,19900,71200,0.15,968,0,0,1,0,0,2,3,1,94.8,0,0,1,76022
4599,20100,77400,0.15,964,0,0,1,0,0,1,4,0,92.2,0,0,1,75000
4600,19700,90700,0.15,1274,0,196,1,1,0,2,3,1,93.5,0,0,1,88261
4601,19700,88600,0.15,1344,0,0,1,0,0,3,3,1,92.4,0,0,1,62244
4602,19700,73400,0.15,748,0,0,1,0,0,2,2,1,95.6,0,0,1,76022
4603,19700,100300,0.15,1784,0,0,1,1,0,3,4,1,96.5,0,0,0,113083
4604,19000,81700,0.17,1091,0,0,1,0,0,2,3,1,86.8,0,0,1,107381
4605,13700,78400,0.11,840,168,0,1,0,1,2,3,1,49.5,0,0,1,91702
4606,12500,64500,0.18,1172,0,0,1,0,0,3,3,0,58.5,0,0,1,70862
4607,11300,50900,0.17,953,0,0,1,0,0,2,3,1,129.3,0,0,1,81000
4608,19500,82300,0.19,1387,0,216,1,0,0,3,3,1,89.3,0,1,0,105335
4609,9700,87800,0.17,1060,0,0,1,0,0,3,3,1,16.6,308,0,0,61768
4610,6700,46100,0.12,1504,0,0,1,0,0,4,5,0,99.2,0,1,0,92000
4611,13000,41400,0.12,1469,0,0,1,0,0,2,3,1,91.6,0,0,1,78873
4612,18600,82800,0.17,1114,0,0,1,0,1,2,2,1,89.7,0,0,1,103105
4613,18800,72700,0.16,782,0,0,1,0,0,2,2,0,62.4,0,0,1,100547
4614,14200,38400,0.15,616,0,0,1,0,0,2,2,0,87.3,0,0,0,68851
4615,15000,48400,0.17,918,0,0,1,0,0,2,3,0,89.7,240,0,0,38011
4616,18600,103200,0.18,1721,0,0,1,0,1,3,3,0,93.8,0,0,0,79784
4617,18400,81300,0.17,1367,0,0,1,0,0,2,5,0,106.2,0,0,1,91000
4618,9300,101100,0.16,910,700,0,1,0,0,3,2,1,25.4,0,0,1,105335
4619,19800,71800,0.15,808,0,120,1,0,0,2,2,0,46.2,0,0,1,93500
4620,19700,73200,0.15,1057,0,0,1,0,0,2,3,1,69.3,0,0,0,132000
4621,19800,54200,0.15,1078,0,140,1,1,0,2,3,1,99.8,0,0,1,96529
4622,20000,71700,0.15,1008,0,0,1,0,2,2,2,1,59.6,180,0,1,85525
4623,22400,118600,0.33,1242,0,602,2,0,1,3,3,1,54.4,0,0,1,133967
4624,20100,139600,0.22,1158,900,120,3,0,1,3,2,1,39.5,440,0,0,143543
4625,31300,168300,1.7,1442,0,0,2,1,1,3,3,1,29.6,672,0,1,182453
4626,17500,109300,0.17,904,0,208,2,0,1,2,4,1,11.2,0,0,0,115000
4627,17400,103300,0.46,781,380,120,1,1,0,3,1,1,31.7,0,0,1,112133
4628,16700,49400,0.18,1029,0,0,1,0,0,2,3,1,91.2,0,1,0,75000
4629,21300,109400,0.29,960,0,120,1,0,0,3,2,1,16.5,0,0,0,120657
4630,19800,79700,0.2,864,0,0,1,0,0,3,2,1,53.4,0,0,1,103966
4631,23500,103400,0.44,1125,300,221,1,1,0,2,2,1,31.7,0,0,0,118785
4632,15600,123000,0.16,1054,0,160,2,0,0,3,2,1,3.1,0,0,0,130000
4633,17700,84000,0.25,884,0,0,1,0,0,3,2,0,38.4,0,0,1,107250
4634,16300,96400,0.18,884,0,0,1,0,0,3,2,1,39.6,0,0,1,76972
4635,15600,69400,0.16,852,0,144,1,0,0,2,2,0,52.5,0,0,1,91702
4636,33400,205100,0.23,2319,0,196,2,1,1,3,3,1,5.4,662,0,0,210671
4637,36500,126400,0.31,1378,0,576,2,1,0,3,3,1,11,690,0,0,146900
4638,33600,137800,0.23,1710,0,339,2,1,1,3,4,1,11.5,400,0,0,166298
4639,30300,125700,0.17,1296,0,100,2,1,1,3,3,1,9.3,460,0,0,150342
4640,37800,140400,0.36,1370,0,144,2,1,1,3,3,1,6.6,440,0,0,184012
4641,31800,140900,0.19,1270,0,120,2,0,0,3,2,1,1.7,420,0,0,154895
4642,32600,167700,0.21,1635,0,120,2,1,1,3,3,1,3.2,483,0,0,190200
4643,34700,140900,0.26,1648,0,0,2,1,1,3,3,1,3.5,440,0,0,170955
4644,39300,163800,0.39,2024,0,120,2,1,1,3,3,1,7.5,674,0,0,181943
4645,24700,92300,0.45,1020,0,0,1,0,0,2,2,1,54.6,0,0,1,107381
4646,21700,119300,0.36,1288,500,140,1,1,2,3,3,1,56.5,380,0,1,135890
4647,36300,126500,0.46,1393,0,128,2,1,0,3,2,1,18.4,440,0,0,159344
4648,29300,113100,0.22,1393,0,112,2,1,0,3,2,1,19.4,440,0,0,148427
4649,24100,149200,0.21,1255,0,100,2,0,1,3,2,1,4.7,400,0,0,180077
4650,16600,76000,0.21,1116,0,104,1,0,0,3,2,0,60.4,0,0,1,76129
4651,20000,103100,0.19,1044,336,0,1,0,1,3,2,1,40.7,0,0,1,128762
4652,21200,92100,0.25,990,308,56,1,1,0,3,2,1,46.7,0,0,1,101680
4653,19200,85700,0.18,927,0,0,1,0,0,3,2,0,40.6,0,0,1,76022
4654,20600,109100,0.19,1002,400,0,1,0,1,3,2,1,44.5,0,0,1,129179
4655,24700,89300,0.27,980,0,140,1,0,0,3,2,1,54.1,0,0,1,113000
4656,21200,62300,0.26,1336,0,0,1,0,0,4,3,1,86.1,255,1,0,82000
4657,24800,83800,0.31,990,0,94,1,0,0,3,2,1,39.5,0,0,1,116409
4658,14200,106200,0.27,1248,0,200,1,1,0,2,4,1,38.4,240,0,1,109644
4659,25500,60800,0.93,880,0,140,1,0,0,2,3,1,69.2,0,0,1,121750
4660,21100,64900,0.31,855,0,216,1,0,0,3,2,1,54.5,0,0,0,92177
4661,18700,72600,0.16,958,0,0,1,0,1,2,2,1,55.7,0,0,0,69370
4662,17700,75600,0.17,1224,0,210,1,0,0,2,2,1,54.7,264,0,1,99779
4663,21400,101500,0.18,1106,480,0,1,0,0,3,2,1,42.3,0,0,1,114911
4664,38300,80000,0.67,1140,0,0,1,0,0,2,2,0,59.7,330,0,1,133039
4665,31600,76600,1.33,1008,0,392,1,1,1,2,2,1,68.1,0,0,1,115500
4666,18700,90700,0.19,900,0,144,2,0,0,3,2,1,33.3,0,0,1,100547
4667,19200,44700,0.28,672,0,0,1,0,0,2,2,0,55.4,0,1,0,75171
4668,18400,89500,0.23,936,0,160,1,0,0,3,2,1,49.1,624,0,1,122000
4669,18400,21000,0.17,858,0,0,1,0,0,3,2,1,39.4,0,1,0,37442
4670,18400,82500,0.17,1002,0,0,1,0,0,2,2,1,46.4,0,0,1,100547
4671,22100,64000,0.33,888,0,216,1,0,0,2,2,1,84.5,0,0,1,84172
4672,16800,66200,0.18,960,0,0,1,0,0,2,4,0,62.6,0,0,1,90276
4673,23000,50800,0.31,480,0,240,1,0,0,1,3,1,39.3,0,0,0,66074
4674,17700,112100,0.17,1372,0,16,1,1,0,4,3,1,26.5,0,0,1,118690
4675,36700,77700,0.85,1032,0,0,1,0,0,3,3,1,58.7,0,0,0,111087
4676,18400,87600,0.17,834,240,232,1,0,0,3,2,1,37.7,0,0,1,98354
4677,17100,136200,0.18,1120,750,120,3,0,0,3,2,1,2.3,484,0,0,146512
4678,21200,61200,0.32,720,0,0,1,0,0,2,2,1,61.5,266,0,1,94802
4679,28500,46700,0.28,704,300,0,2,0,0,2,2,1,91.7,0,0,1,71271
4680,32100,189700,0.25,1836,0,192,2,0,1,3,3,1,4.3,484,0,0,220247
4681,32200,103500,0.35,1092,800,0,2,0,0,2,3,1,52.4,384,0,1,112038
4682,23800,123400,0.31,1500,650,0,1,1,1,3,2,1,53.5,0,0,1,133106
4683,25300,111500,0.28,1300,0,0,1,1,1,3,2,1,50.7,400,0,1,113938
4684,21600,92700,0.34,1264,0,220,1,0,0,2,3,1,50.6,0,0,1,114033
4685,18400,56700,0.16,960,0,0,1,0,0,2,2,1,58.5,0,1,0,87425
4686,15100,50200,0.36,768,0,0,1,0,0,2,2,1,46.4,0,0,1,66074
4687,40200,107400,0.7,1206,600,576,2,0,1,2,3,1,55.7,400,0,1,163448
4688,59600,72400,3.3,1008,0,0,1,1,0,3,2,1,51.4,0,0,0,92887
4689,22400,158500,0.21,1680,700,100,3,1,1,3,4,1,6.4,440,0,0,158003
4690,20300,99400,0.22,784,0,198,1,0,0,2,2,1,24.9,0,0,1,108349
4691,29300,110300,0.24,1175,450,0,1,1,0,2,4,1,48.7,0,0,1,126387
4692,29900,162800,0.17,1822,0,0,2,0,1,4,4,1,10.7,550,0,0,173425
4693,22700,42500,0.16,672,0,0,1,0,0,2,2,0,71.9,0,0,1,34475
4694,16500,81300,0.16,1029,650,0,1,0,1,2,3,1,87.3,0,0,1,92887
4695,39200,367500,0.73,3224,1700,594,3,1,1,5,5,1,30.9,675,0,1,428471
4696,14900,63700,0.16,711,220,56,1,0,0,2,2,1,92.1,0,0,1,88000
4697,21300,86500,0.13,918,0,0,1,0,1,2,3,1,86.8,0,0,1,120210
4698,5200,58500,0.11,1344,0,0,1,0,0,3,3,0,93.8,198,0,0,71271
4699,17100,61900,0.12,612,400,0,2,0,0,2,2,1,60.7,0,0,0,86000
4700,28200,84600,0.2,1137,100,80,2,0,0,2,4,1,69.6,0,0,1,113938
4701,15000,64800,0.16,810,336,0,1,0,0,2,2,1,65.5,0,0,0,77495
4702,16600,94000,0.15,840,0,0,1,0,0,3,2,1,36.8,0,0,1,112782
4703,29200,79800,0.26,690,170,0,1,0,0,2,2,1,60.7,0,0,1,102155
4704,8100,71000,0.09,912,400,48,2,0,1,3,2,1,30.1,0,0,0,91000
4705,20200,84200,0.25,2000,0,0,3,0,1,3,5,1,61.2,0,0,0,100000
4706,15200,116600,0.13,1082,0,100,2,0,0,3,2,1,19.7,0,0,0,135795
4707,27800,104500,0.19,1008,0,0,1,0,0,3,2,1,53.3,0,0,1,141724
4708,19300,64800,0.15,864,0,320,1,0,0,2,2,1,86.9,0,0,1,71412
4709,24400,83200,0.51,876,700,0,1,0,0,3,2,1,52.5,0,0,1,80583
4710,12100,41900,0.12,592,0,0,1,0,0,1,2,1,103.5,0,0,1,67032
4711,12900,80800,0.17,1040,0,0,1,0,0,3,2,1,49.7,0,0,1,80774
4712,33800,106900,0.27,1723,0,0,2,1,1,3,3,1,90.6,216,0,1,168199
4713,22000,86300,0.34,768,0,0,1,1,1,2,2,1,56.5,384,0,1,107729
4714,32500,77400,0.23,898,0,110,1,0,0,3,1,0,75.9,0,0,1,128049
4715,24500,53000,0.16,741,0,0,1,0,0,2,2,1,92.6,0,0,1,87901
4716,15700,122900,0.15,1784,740,30,2,1,2,4,3,1,46,0,0,1,185000
4717,4700,72500,0.11,1643,0,264,1,0,0,4,3,1,95.4,0,0,0,57456
4718,17900,70800,0.16,706,400,0,1,0,0,2,2,1,69.1,0,0,1,86500
4719,14700,56800,0.16,946,0,237,1,0,0,3,2,0,89.2,0,0,1,24900
4720,19600,102800,0.24,934,437,100,1,1,0,2,3,1,33.6,0,0,1,119735
4721,31400,107700,0.2,1356,0,0,1,1,0,3,3,1,92.9,0,0,1,129034
4722,28700,114300,0.21,1147,500,248,1,1,0,3,3,1,50.4,0,0,1,133106
4723,14300,47200,0.6,950,0,0,1,0,1,3,2,0,80.1,0,1,0,54900
4724,32200,145100,0.19,1808,0,120,2,1,1,3,3,1,13,480,0,0,137400
4725,19500,89200,0.16,1144,400,0,1,0,1,2,3,1,69.8,0,0,1,125094
4726,26600,72500,1.17,1014,0,0,1,0,0,3,2,1,44.7,300,0,0,101680
4727,11700,107300,0.15,857,77,80,1,0,0,3,2,1,8.3,0,0,0,106580
4728,24000,135700,0.35,1687,300,189,2,0,1,2,4,1,42.6,0,0,1,156701
4729,27000,148700,0.18,1641,400,0,1,1,1,3,1,1,49.3,420,0,1,143543
4730,14200,43200,0.17,624,0,192,1,0,0,2,2,1,87.1,0,0,0,51000
4731,26000,116300,0.19,1120,0,366,1,0,0,3,2,1,64.8,0,0,1,136914
4732,28000,79300,0.19,899,0,263,1,0,0,2,2,1,59.4,0,0,1,95664
4733,24900,103800,0.29,936,660,216,2,0,0,4,1,1,43.8,0,0,1,141839
