Property,LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,PoorCondition,GoodCondition,Price
1053,26200,91600,0.78,864,400,0,1,0,2,2,2,1,52.7,0,0,0,111342
1054,19900,91100,0.19,1120,0,0,1,0,1,2,4,1,54.3,0,0,1,129900
1055,15800,92400,0.23,768,300,220,1,0,0,2,2,1,51.6,0,0,1,104594
1056,15500,69100,0.15,1380,0,0,1,0,0,3,3,0,102.6,0,0,0,77120
1057,3000,81600,0.05,1232,0,0,2,0,0,3,6,0,96.5,0,0,0,65842
1058,21900,106900,0.16,1300,0,0,1,1,0,3,2,1,17.5,264,0,0,117371
1059,14000,51000,0.16,864,0,120,1,0,0,2,3,0,87.8,0,0,0,56876
1060,5800,41200,0.15,1064,0,0,1,0,0,4,6,0,94,0,0,0,58814
1061,16600,82800,0.16,816,300,0,1,0,0,2,2,1,56.2,0,0,1,98500
1062,15000,123900,0.16,1022,722,64,2,0,0,3,2,1,1.2,0,0,0,128822
1063,14100,56200,0.14,1051,0,0,1,0,0,3,2,1,96.1,0,0,1,55000
1064,14200,46900,0.14,696,0,0,1,0,0,2,2,1,87.2,0,0,1,68210
1065,18500,71700,0.3,1404,0,0,1,0,0,4,3,0,49.9,0,0,1,104078
1066,24800,99200,0.17,1195,0,160,1,0,0,2,3,1,66.5,0,0,1,143135
1067,35300,71700,0.24,1138,0,0,1,0,1,3,3,0,89.3,0,0,0,117371
1068,22400,73700,0.18,912,0,0,1,0,0,2,2,1,54,0,0,0,65100
1069,21300,97200,0.19,954,400,120,1,0,0,3,2,1,42.7,0,0,1,110860
1070,15900,57700,0.13,838,0,0,1,0,0,2,2,1,59.5,0,0,1,79048
1071,13700,83700,0.19,874,0,240,1,0,0,3,2,1,50.5,0,0,1,93515
1072,20000,76800,0.22,864,0,0,1,0,0,2,2,1,53.2,288,0,0,102500
1073,20700,57700,0.14,612,0,180,1,0,0,2,2,1,58.9,0,0,0,83459
1074,23500,107100,0.25,1312,0,192,1,0,1,3,2,1,36.8,0,0,1,124697
1075,20400,88700,0.19,864,360,0,1,0,1,3,2,1,43.4,0,0,1,115415
1076,19000,93200,0.15,924,0,0,1,0,1,3,2,1,47.9,0,0,1,110951
1077,22800,112700,0.24,1122,550,0,2,0,0,4,2,1,43.8,0,0,1,147280
1078,25100,99200,0.19,954,360,100,1,1,0,3,2,1,36.7,0,0,1,118573
1079,19300,52200,0.16,823,0,0,1,0,0,2,2,0,59.9,0,0,1,39275
1080,16100,49200,0.15,682,0,0,1,0,0,2,2,0,58.3,0,1,0,60000
1081,36100,174700,0.24,1679,0,0,2,0,2,3,4,1,78.3,768,0,1,182259
1082,35300,73200,0.24,778,0,0,1,0,0,2,2,1,79.3,0,0,1,111531
1083,14800,52300,0.17,620,0,96,1,0,0,2,2,1,53.4,0,0,0,66797
1084,31600,108000,0.73,1607,0,0,2,0,0,3,4,1,92.8,0,0,1,142371
1085,27900,118300,0.18,1455,300,0,1,1,1,3,3,1,77.2,220,0,1,196000
1086,10800,42800,0.15,768,0,0,1,0,0,2,2,0,86,0,0,0,60876
1087,17700,81700,0.22,876,0,0,1,0,0,3,2,0,52.5,0,0,1,76339
1088,45000,167900,0.19,1824,0,0,1,1,1,3,5,1,98.5,0,0,1,219379
1089,16600,67400,0.16,672,400,0,2,0,0,3,4,0,55.4,0,0,0,81110
1090,25500,110700,0.21,1320,400,296,1,1,1,3,3,1,48,0,0,1,149244
1091,12200,53700,0.12,774,0,0,1,0,0,2,2,1,83.8,0,0,1,84441
1092,21400,87800,0.17,924,0,0,1,0,0,3,2,1,49.4,0,0,1,113363
1093,18700,84900,0.22,864,140,165,1,0,0,3,2,1,49.9,0,0,1,114879
1094,18900,60500,0.16,1380,0,0,1,0,0,3,3,0,98.2,0,0,1,99900
1095,45900,146300,0.29,1548,686,0,2,1,1,3,3,1,54.4,440,0,1,187985
1096,31700,140500,0.34,1921,600,0,1,1,1,3,4,1,40.6,462,0,1,212081
1097,17600,126100,0.13,1382,0,120,2,0,0,3,3,1,14.8,400,0,0,146298
1098,27700,119700,0.17,1980,0,0,1,0,1,5,3,1,88.2,0,0,1,185000
1099,7100,39000,0.12,788,0,0,1,0,0,2,3,0,82.4,0,0,1,72999
1100,16000,68400,0.15,1020,0,0,1,0,0,2,4,1,87.8,0,0,1,75578
1101,19500,78700,0.16,1004,0,0,1,0,0,3,2,1,66.4,0,0,1,105205
1102,15500,104100,0.16,1587,0,0,1,1,0,4,3,1,54,0,0,1,124206
1103,26000,73200,0.17,742,300,0,1,0,0,2,3,1,68.9,0,0,1,116744
1104,18400,41700,0.53,730,0,0,1,0,0,2,2,0,57.2,0,1,0,16500
1105,16700,55900,0.16,667,0,0,1,0,0,2,2,1,61.6,168,0,1,63142
1106,28900,76600,0.16,844,0,171,1,0,0,2,2,1,57,0,0,1,116548
1107,25300,115100,0.16,1234,0,168,2,0,1,3,3,1,77.5,0,0,1,161027
1108,14400,60100,0.17,743,0,0,1,0,0,2,3,0,83.5,0,0,1,77293
1109,26300,202900,0.2,1808,0,260,2,1,1,4,2,1,2.4,472,0,0,185122
1110,27400,95700,0.53,948,0,216,1,0,1,3,2,1,32.3,0,0,1,142181
1111,20200,83300,0.17,912,0,100,1,0,0,3,2,1,36.7,0,0,1,109414
1112,16100,105100,0.15,1986,0,0,2,0,0,3,3,1,65.6,0,0,0,125321
1113,18400,77700,0.18,1148,0,0,1,0,1,2,4,1,88,112,0,1,93179
1114,14300,122100,0.14,872,0,240,1,1,0,3,2,1,9.6,440,0,0,137949
1115,24500,50200,0.16,606,0,0,1,0,0,1,3,1,86,0,0,1,68927
1116,14700,57800,0.14,983,0,0,1,0,0,3,3,0,89.5,0,0,0,67751
1117,4500,77900,0.16,1070,0,0,1,0,0,3,2,1,10.5,0,0,0,120019
1118,33400,99100,0.41,936,0,0,2,0,0,3,2,1,47.8,0,0,1,112915
1119,7300,117900,0.3,1104,0,0,2,0,0,3,2,1,4,0,0,0,106500
1120,40400,150200,0.16,1460,384,616,1,1,0,3,2,1,47.5,264,0,1,162435
1121,30100,130000,1.34,960,700,632,2,0,1,3,2,0,48.3,0,0,1,156399
1122,27700,94100,0.19,1145,0,0,1,0,0,2,3,1,53.4,0,0,1,113268
1123,55500,234400,0.26,2394,0,144,2,1,1,4,3,1,4.6,716,0,0,277633
1124,16700,67000,0.31,672,0,0,1,0,0,2,2,1,51.9,0,0,1,80513
1125,27400,79100,0.34,875,400,100,2,1,1,2,2,1,24.7,0,0,1,130141
1126,15600,45800,0.15,1093,0,0,1,0,0,3,4,0,139.1,0,0,0,78900
1127,22300,77600,0.26,1210,0,0,1,0,0,3,2,1,56.9,276,0,1,93278
1128,11000,42700,0.17,624,0,80,1,0,0,1,3,1,88.4,0,0,1,81110
1129,23200,91700,0.24,948,0,0,2,0,0,2,2,1,49.6,0,0,1,112789
1130,40000,242600,0.26,1612,630,240,2,1,1,3,3,1,59.6,0,0,1,288237
1131,15000,109400,0.16,1136,0,190,1,1,2,3,3,1,55.6,0,0,1,118573
1132,16200,70500,0.14,984,0,0,1,0,0,2,2,1,87.6,0,0,1,91580
1133,22200,110800,0.23,1444,814,260,2,0,1,4,3,1,42.4,0,0,1,151724
1134,16600,105900,0.17,1652,0,446,1,1,1,2,3,1,70.3,0,0,1,115000
1135,21200,56700,0.23,894,0,0,1,1,0,2,2,1,96.6,0,0,0,85796
1136,30000,93300,0.26,1084,650,144,1,1,0,2,3,1,55.7,264,0,0,131587
1137,28300,145500,0.18,2040,0,100,1,1,0,3,4,1,84.4,0,0,1,190847
1138,15200,64600,0.16,770,360,0,1,0,0,2,2,1,67.9,0,0,1,101820
1139,34700,150400,0.28,1650,200,176,1,1,2,3,3,1,68.9,0,0,1,196865
1140,7700,57600,0.11,652,0,200,1,0,0,1,3,1,47.7,0,0,1,62660
1141,27000,72800,0.16,976,0,0,1,1,1,2,2,1,62.5,220,0,0,110860
1142,18400,105400,0.15,1413,500,0,1,0,1,4,2,0,85.3,0,0,1,112504
1143,18700,80100,0.2,944,350,230,1,0,0,2,3,1,53.1,0,1,0,55000
1144,25900,128400,0.17,1529,0,144,2,0,1,3,2,1,83.7,0,0,1,178341
1145,24300,88400,0.31,1008,600,0,1,0,0,4,1,1,48.7,0,0,1,110860
1146,16100,44600,0.15,768,0,0,1,0,0,2,3,1,63.6,0,0,1,85796
1147,15200,70600,0.15,1224,0,0,1,0,0,3,3,0,108.5,0,0,1,56300
1148,22600,35600,0.15,768,0,0,1,0,0,2,2,1,81,0,1,0,54003
1149,14100,74700,0.14,682,400,78,1,1,0,2,2,1,49.2,0,0,0,90000
1150,30300,127800,0.2,1534,0,0,1,0,1,3,4,1,97.4,0,0,1,135979
1151,27900,91200,0.19,875,437,0,1,0,1,3,2,1,49.8,286,0,1,122734
1152,25700,72900,0.14,795,0,110,1,0,0,2,2,1,58.9,0,0,1,122635
1153,23300,68400,0.39,1095,0,0,1,0,0,4,3,0,113.9,0,0,1,73640
1154,13200,67600,0.11,1048,0,0,1,0,1,3,2,1,82.8,0,0,1,49093
1155,21500,51900,0.29,804,0,0,1,0,0,2,2,0,55,0,1,0,27000
1156,30600,96300,0.26,981,400,0,1,0,0,3,2,1,51.6,0,0,1,130044
1157,49200,270800,0.27,2292,280,0,2,1,2,4,8,1,51.3,0,0,1,345434
1158,15900,71300,0.15,864,570,32,1,0,0,2,3,1,86,0,0,1,101132
1159,20000,74000,0.2,987,0,0,1,0,0,3,2,0,56.9,0,0,1,100445
1160,26100,105500,0.16,1085,0,100,1,0,0,3,2,1,55.7,0,0,1,134864
1161,23600,83400,0.16,672,500,150,1,1,0,2,2,1,57.7,0,0,1,118958
1162,19300,92800,0.17,840,0,0,1,0,1,3,2,1,35.9,0,0,0,117824
1163,17500,61600,0.22,864,0,0,1,0,0,3,2,1,50.4,0,1,0,85786
1164,14300,90700,0.2,972,0,78,1,0,0,3,2,1,18.5,0,0,1,84832
1165,33100,129400,0.2,1522,0,0,2,1,1,3,3,1,1.2,400,0,0,164900
1166,9800,122100,0.19,1104,0,155,2,0,0,3,2,1,1.2,0,0,0,137900
1167,15900,70900,0.15,792,0,0,1,0,0,2,2,1,53.8,0,0,1,81495
1168,20400,107900,0.25,1032,0,132,1,1,0,3,2,1,7.6,0,0,0,136889
1169,23400,80300,0.16,720,0,0,1,0,0,2,2,0,57.2,0,0,1,112000
1170,18000,78000,0.19,855,0,283,1,0,0,3,2,1,44.3,0,0,0,77293
1171,9200,41600,0.16,732,0,0,1,0,0,2,2,0,121,0,0,1,61858
1172,29400,85300,0.18,976,0,229,1,0,0,2,3,1,86.7,0,0,0,122332
1173,23000,78800,0.28,1196,400,0,1,1,1,3,2,0,51.9,0,0,1,152190
1174,17100,40200,0.2,1037,0,0,1,0,0,3,2,1,118.3,0,0,0,26241
1175,11300,48000,0.23,880,0,0,1,0,0,2,2,0,44.7,0,0,0,41934
1176,28300,112600,0.23,1161,300,0,1,0,0,3,3,1,53.7,0,0,0,121947
1177,12500,80200,0.15,1038,0,240,1,0,0,2,2,1,62.9,0,0,1,81495
1178,31900,80100,0.18,1037,0,0,1,0,0,2,2,1,57.9,0,0,1,141880
1179,20500,72700,0.16,816,0,0,1,0,0,2,2,1,60.4,0,0,0,100195
1180,19600,86100,0.2,960,0,168,2,0,0,3,2,1,42.1,0,0,1,123000
1181,13300,76200,0.23,1488,0,0,1,0,0,4,5,1,104.6,0,0,1,94887
1182,19300,129400,0.16,2157,0,216,2,0,1,3,6,0,97.5,0,0,1,141895
1183,39600,91300,0.54,976,450,108,2,0,0,2,3,1,62.1,0,0,1,144350
1184,25800,105300,0.17,1072,0,0,1,1,0,3,3,1,58.8,0,0,1,122734
1185,16100,74300,0.29,768,0,0,1,0,0,2,2,1,54.7,352,0,0,85796
1186,25700,90300,0.3,1605,300,0,2,0,1,4,3,1,79.9,0,0,0,137462
1187,18500,82100,0.16,884,0,512,1,0,0,3,2,1,38.5,0,0,1,93990
1188,7700,52300,0.17,1434,0,0,1,0,0,4,3,0,96.6,0,0,0,56876
1189,14900,45900,0.16,984,0,0,1,0,0,3,2,1,89,0,0,1,93278
1190,3000,51100,0.08,2016,0,0,1,0,0,3,3,0,103.8,0,1,0,27956
1191,33900,138800,0.22,1944,0,168,1,1,1,4,3,1,97.9,0,0,1,181548
1192,14100,67900,0.15,832,0,0,1,0,0,2,4,1,53.4,0,0,0,85881
1193,36000,184600,0.23,1829,0,136,2,1,1,3,4,1,5.3,714,0,0,233788
1194,18800,76000,0.18,1668,0,270,2,0,0,3,4,1,89.7,0,0,0,105944
1195,26900,143600,0.18,1470,800,0,1,1,1,3,3,1,51.8,0,0,1,163972
1196,7200,57700,0.15,1198,0,0,1,0,0,3,3,0,96.2,0,0,1,74900
1197,17100,57800,0.15,890,0,120,1,0,1,2,3,0,64.4,0,0,1,79202
1198,11000,145000,0.24,1160,72,99,3,0,0,3,2,1,3.2,0,0,0,159000
1199,34100,220900,0.22,2128,900,216,3,1,1,4,3,1,8.6,637,0,0,233771
1200,16400,32500,0.15,709,0,0,1,0,0,2,2,0,86.4,0,1,0,36738
1201,21900,86000,0.33,746,0,259,1,0,0,2,2,1,58.3,0,0,1,114222
1202,14500,97200,0.17,997,0,0,1,0,0,3,2,1,50.6,0,0,1,100256
1203,23200,140200,0.26,2061,0,0,2,0,1,3,3,1,49.9,572,0,1,175755
1204,15000,81300,0.17,888,600,0,2,0,0,3,2,1,47.2,0,0,1,122500
1205,20100,109900,0.19,1320,348,0,1,0,1,3,2,1,45.2,0,0,1,160000
1206,21500,78600,0.18,912,0,0,1,0,0,2,3,1,46.4,0,0,1,104966
1207,21900,92300,0.17,981,700,0,1,0,0,3,2,1,49.6,0,0,1,107486
1208,32300,137800,0.22,1649,0,351,1,2,1,3,4,1,88.6,0,0,1,218347
1209,26300,110000,0.17,1012,200,0,2,0,0,2,2,1,62,0,0,1,127000
1210,14200,44500,0.14,1042,0,0,1,0,0,2,2,0,128,0,1,0,65785
1211,33900,93800,0.3,952,0,0,1,0,1,2,2,1,82.9,0,0,0,120279
1212,31200,105200,0.2,1498,0,192,1,0,0,3,5,1,90.6,0,0,1,121465
1213,31700,160300,0.26,2495,0,0,2,0,1,2,4,1,86,0,0,1,238594
1214,18800,51400,0.15,876,0,0,1,0,0,2,3,0,89.8,0,0,0,82904
1215,16300,82100,0.15,840,0,264,2,0,0,3,2,1,37,0,0,0,104667
1216,50800,175500,0.34,2497,0,144,2,1,1,4,6,1,49.4,0,1,0,157449
1217,35400,97800,0.38,1139,0,0,2,0,0,2,2,0,61.4,0,0,1,140273
1218,47100,137600,0.2,1792,0,0,2,1,1,3,3,1,58.9,0,0,1,205211
1219,27400,42300,0.19,741,0,0,1,0,0,2,2,1,91.1,0,0,0,124500
1220,24100,125200,0.23,1095,440,0,2,1,1,3,2,1,16.3,292,0,0,154806
1221,37200,94300,0.28,1273,0,0,1,1,1,3,4,1,84.4,0,0,1,170808
1222,19100,100000,0.18,861,400,165,1,0,0,3,2,1,31.6,676,0,1,118573
1223,6600,32600,0.12,742,0,0,1,0,0,1,3,0,108.3,0,0,0,42941
1224,20300,98600,0.54,838,0,120,1,0,0,2,3,1,10.3,0,0,0,111550
1225,24400,80200,0.17,726,0,0,1,0,0,2,2,1,56.6,0,0,1,110860
1226,9300,60500,0.12,1361,0,0,1,0,0,4,2,0,75.7,0,0,0,62564
1227,27800,87000,0.19,1134,400,160,1,1,0,4,4,1,61.7,0,0,1,96400
1228,22100,85300,0.21,872,300,0,1,0,0,3,1,1,50.5,0,0,1,101149
1229,16400,51900,0.17,1195,0,0,1,0,0,2,3,1,89.5,0,0,0,62660
1230,19600,75300,0.19,872,0,0,1,0,0,2,3,1,51.7,240,0,0,96400
1231,8200,88800,0.38,1470,0,0,1,1,0,4,3,1,37.5,0,0,1,110860
1232,20200,142200,0.41,1606,400,414,2,0,1,4,2,1,55.7,0,0,1,160025
1233,15500,71000,0.15,1040,0,0,1,0,0,3,3,1,85.8,0,0,1,91580
1234,16400,92800,0.15,1026,0,0,1,0,1,2,2,1,61.6,0,0,1,98810
1235,22500,74100,0.15,676,0,308,1,0,0,2,2,0,67.5,180,0,1,111824
1236,28700,81400,0.24,864,432,0,1,0,0,3,2,1,56.6,0,0,0,118573
1237,12600,140800,0.21,1188,0,155,2,0,0,3,2,1,1,0,0,0,159960
1238,22000,104500,0.18,1055,264,0,1,1,1,3,2,1,44.9,0,0,1,122734
1239,30200,131600,0.2,1235,200,48,1,1,0,3,4,1,49.6,0,0,1,160989
1240,14100,122500,0.17,1374,300,166,2,0,1,3,2,1,53.6,0,0,1,128116
1241,27400,55800,0.21,720,0,120,1,0,0,2,2,1,54.7,0,0,0,103148
1242,24500,117600,0.25,1082,530,0,3,0,1,3,2,1,18.7,440,0,0,153172
1243,22400,153200,0.33,2037,0,0,1,1,1,3,3,1,80.8,550,0,1,219939
1244,26900,100400,0.18,1144,0,0,1,1,1,3,2,1,48.9,0,0,0,105551
1245,28900,74200,0.16,935,0,224,1,0,0,2,2,1,59.7,0,0,0,111824
1246,33600,82100,0.25,1088,0,0,1,1,1,3,3,1,67.6,0,0,1,143155
1247,9200,50400,0.1,882,0,0,1,0,0,2,3,0,74.7,0,0,1,54948
1248,17100,92900,0.13,910,600,462,1,0,0,3,2,1,30.5,0,0,1,111646
1249,25400,147100,0.23,1208,0,120,2,0,0,3,2,1,7.3,589,0,0,143040
1250,4400,40800,0.16,716,0,287,1,0,0,2,2,0,43.2,0,0,1,55900
1251,25500,82700,0.17,832,0,0,1,0,0,2,2,1,66.2,0,0,1,122500
1252,9000,104700,0.24,1092,0,42,2,0,0,3,2,1,1,0,0,0,130000
1253,10900,60900,0.1,863,0,0,1,0,0,2,3,1,54.7,0,0,1,91098
1254,31000,147000,0.26,1916,200,125,2,0,0,4,4,1,48.4,420,0,1,152582
1255,42900,90100,1.03,1292,0,0,1,0,0,3,2,1,52.6,320,0,1,137853
1256,34300,145500,0.23,1520,0,100,2,1,0,3,2,1,2.2,400,0,0,180740
1257,24900,74700,0.16,769,0,0,1,0,0,2,2,1,41.3,0,0,1,108783
1258,25200,90200,0.28,936,0,0,1,0,0,2,2,1,51.9,240,0,1,123715
1259,29100,165800,0.19,1755,360,388,1,2,1,3,3,1,68.5,220,0,1,200513
1260,17000,89000,0.16,1123,0,80,1,0,1,3,3,1,59.6,0,0,1,103148
1261,7900,60100,0.37,1492,0,0,1,0,0,3,3,0,65.9,0,0,0,75849
1262,25900,66700,0.17,1224,0,206,2,0,0,3,4,1,59.4,0,0,0,100195
1263,32300,138300,0.18,1632,0,120,2,1,1,3,4,1,10.4,460,0,0,165083
1264,41200,155700,0.55,1592,520,0,2,0,0,2,3,1,49.7,528,0,1,178341
1265,30900,104200,0.19,1470,0,0,1,1,0,4,3,1,43.3,0,0,0,142658
1266,50100,164600,0.23,1421,400,0,2,1,0,3,3,1,44,0,0,1,210120
1267,27100,118900,0.17,1499,0,192,1,0,1,3,4,1,85,0,0,1,176736
1268,25900,117100,0.29,1325,0,100,2,1,0,3,2,1,17.7,400,0,0,134961
1269,19200,132300,0.16,1500,0,91,1,1,0,4,3,1,40,0,0,1,148164
1270,16100,47600,0.17,832,0,126,1,0,0,2,2,0,85.8,0,0,1,53020
1271,17500,61600,0.22,816,0,0,1,0,0,3,2,1,48.4,0,0,1,95424
1272,24800,96500,0.17,1166,0,400,2,0,1,3,3,1,61.5,0,0,0,133593
1273,45400,213400,0.31,1528,980,65,3,0,1,3,4,1,3.3,691,0,0,239513
1274,36200,159800,0.19,1420,0,120,2,1,1,3,2,1,1.6,440,0,0,174967
1275,11600,41400,0.12,864,0,0,1,0,0,2,2,1,82.8,0,1,0,26028
1276,25900,73500,0.16,1018,300,0,1,1,0,2,2,1,81.8,0,0,1,122734
1277,21800,112200,0.17,1064,0,176,1,0,0,3,2,1,38.7,374,0,1,134961
1278,38500,143600,0.18,1410,0,120,2,0,1,3,2,1,1.6,462,0,0,183161
1279,16800,61000,0.16,788,0,50,1,0,0,2,2,0,88.5,0,0,1,81349
1280,10200,58200,0.11,576,0,248,1,0,0,1,2,1,48.8,0,0,1,71676
1281,26100,110800,0.23,1426,0,192,1,1,1,4,3,1,39.4,572,0,1,143135
1282,27300,105000,0.15,1177,0,0,1,0,0,3,3,0,62.2,0,0,1,149900
1283,23000,163000,0.15,1686,450,110,2,2,1,3,3,1,8.9,460,0,0,171827
1284,28200,86900,0.2,720,0,256,1,0,0,2,2,1,58.6,0,0,1,119729
1285,12700,33700,0.17,652,0,84,1,0,0,2,2,0,108.5,0,1,0,20039
1286,12700,39200,0.17,672,0,0,1,0,0,2,2,1,98,0,0,1,40551
1287,20600,77300,0.16,978,700,0,1,0,0,2,2,0,72.2,0,0,1,100000
1288,48800,134400,0.23,1649,0,120,2,0,1,3,4,1,56.4,0,0,1,193185
1289,24500,113600,0.14,1518,0,144,1,0,1,2,4,1,96,0,0,1,151208
1290,44500,131800,0.71,1462,0,0,2,0,1,3,3,1,12.5,680,0,0,204369
1291,16700,62300,0.18,964,0,0,1,0,0,2,3,1,94.4,0,0,1,69039
1292,24400,79600,0.24,882,0,0,1,0,0,3,2,1,25.7,0,0,0,78775
1293,36900,85000,0.59,1719,0,0,2,0,0,4,4,1,94,0,0,1,164954
1294,20000,63200,0.15,672,320,0,1,0,0,2,2,1,65.9,0,0,1,116744
1295,20100,83300,0.14,888,400,183,1,0,0,2,3,1,57.7,0,0,1,101220
1296,19600,66300,0.21,880,0,294,1,0,0,2,3,1,88,0,0,1,80120
1297,17200,4700,0.17,1047,0,0,1,0,0,2,3,0,91.2,0,1,0,14400
1298,35800,181500,0.34,1926,0,100,2,1,1,3,3,1,2.4,660,0,0,190847
1299,16200,49400,0.17,673,300,0,1,0,0,2,2,0,54.2,0,0,0,86500
1300,23100,86800,0.3,925,444,252,1,0,0,3,2,1,41.4,0,0,1,95424
1301,22400,118300,0.25,1211,500,120,2,1,1,3,2,1,41.8,0,0,1,155037
1302,36100,157800,0.19,1346,0,120,2,0,1,3,2,1,1.1,468,0,0,212000
1303,17900,73100,0.17,792,0,0,1,0,0,2,2,0,62.4,0,0,1,104966
1304,17300,106500,0.16,1224,300,60,2,0,0,3,3,1,67.3,0,0,1,104966
1305,8500,49600,0.17,1082,0,0,1,0,0,2,3,1,68.4,0,0,0,57254
1306,14500,96600,0.17,997,0,0,1,0,0,3,2,1,51.2,0,0,1,125000
1307,11700,64500,0.13,1566,0,0,1,0,1,3,4,1,108.1,0,0,0,123500
1308,62600,113200,0.41,1071,500,0,1,1,1,2,3,1,87.7,336,0,1,202441
1309,19500,88700,0.32,1418,0,126,1,1,0,4,3,1,74.3,0,0,1,111646
1310,19500,40700,0.2,848,0,320,1,0,0,2,3,1,61.1,0,0,1,89000
1311,30500,124100,0.2,1560,0,0,1,1,1,2,4,1,81.4,0,0,1,170331
1312,24700,91500,0.2,754,504,240,1,0,0,3,3,1,28.3,0,0,1,112600
1313,8300,50900,0.13,1168,0,240,2,0,0,2,4,1,82.9,0,0,1,87681
1314,29100,102400,0.23,1237,0,0,2,1,0,2,4,1,58,0,0,1,141880
1315,30200,69800,1.18,1530,0,0,2,0,1,4,5,1,95.4,0,0,0,54391
1316,31200,114400,0.2,1283,0,0,1,1,0,3,3,1,98.1,0,1,0,114500
1317,52900,181900,0.32,2148,0,0,1,1,1,3,3,0,79.5,0,0,1,233788
1318,22900,94900,0.15,1212,0,0,1,0,0,3,3,1,59.4,0,0,1,131589
1319,20200,106700,0.19,1363,384,0,2,0,0,4,2,1,45.6,264,0,1,86760
1320,20400,73600,0.16,887,0,0,1,0,0,2,2,1,86.7,0,0,1,122429
1321,19900,33000,0.32,590,0,0,1,0,0,2,3,0,92,0,0,0,39275
1322,23600,152700,0.22,1601,900,108,2,1,1,3,3,1,19.7,528,0,0,129607
1323,22700,101200,0.15,1260,0,256,1,0,1,3,3,1,83.6,0,0,1,139781
1324,33900,79000,0.2,908,0,168,1,1,0,2,3,1,80.7,0,0,1,116645
1325,25200,64500,0.18,688,0,0,1,0,0,2,2,1,66,0,0,1,129607
1326,19600,101400,0.18,930,400,0,1,0,0,3,2,1,43.3,0,0,1,107638
1327,45400,110600,0.19,1268,216,0,1,0,2,3,3,1,50,0,0,0,133500
1328,24900,106900,0.17,1267,450,223,1,0,0,3,3,1,60.2,0,0,1,142900
1329,91200,209300,0.61,2655,0,0,2,1,1,4,5,1,89.3,0,0,1,322055
1330,28800,122600,0.26,1984,0,0,1,1,1,3,4,1,51.1,0,0,1,165000
1331,27900,120800,0.17,1395,0,195,1,0,1,3,3,1,77,0,0,1,149000
1332,36500,138600,0.3,1303,645,0,2,1,0,3,3,1,40.4,0,0,0,159357
1333,26100,16500,0.4,1134,0,0,1,0,0,3,3,0,80.3,0,1,0,13932
1334,26500,96700,0.16,1568,0,0,1,0,1,3,4,1,88.8,0,0,1,138787
1335,23300,122100,0.2,1022,500,0,2,0,1,3,2,1,18.7,484,0,0,133033
1336,17000,73100,0.22,1048,0,0,1,0,0,2,4,1,88.3,0,0,1,76243
1337,9200,63200,0.12,1184,0,0,1,0,0,4,3,0,120.7,0,0,1,76156
1338,5900,45200,0.15,1314,0,0,1,1,0,3,4,0,102.5,0,1,0,34353
1339,22200,96100,0.21,1162,0,0,1,0,0,2,3,1,47.5,0,0,1,120234
1340,18000,44000,0.26,533,0,0,1,0,0,2,2,1,96.5,0,0,1,59163
1341,33800,143500,0.48,1605,0,0,2,0,0,3,2,1,41.6,650,0,1,205333
1342,25700,139700,0.48,1899,0,320,3,0,1,3,3,1,93,0,0,1,166918
1343,40800,329300,0.78,2606,1000,551,3,0,2,5,4,1,39,0,0,1,324017
1344,15700,36500,0.16,484,0,240,1,0,0,1,2,0,58.9,0,0,0,27001
1345,25600,58400,0.2,884,0,0,1,0,1,2,3,0,78.1,0,0,1,83940
1346,16000,56000,0.15,897,0,0,1,0,0,2,2,0,59.7,0,1,0,66034
1347,43500,203200,0.47,2334,0,168,2,1,1,4,4,1,18.7,484,0,1,234253
1348,12700,68100,0.15,784,0,120,1,0,0,2,2,1,23,0,0,1,91500
1349,21000,55700,0.24,1258,0,221,1,0,0,3,3,1,107.8,0,1,0,103980
1350,36400,176100,0.29,1964,384,256,2,1,1,4,4,1,8.9,729,0,0,211102
1351,18900,118000,0.17,1144,500,0,1,1,0,3,2,1,45.5,0,0,0,108306
1352,19800,94700,0.21,974,500,140,1,0,0,3,2,1,54.7,0,0,1,122911
1353,15200,129300,0.18,1094,300,120,2,0,0,3,2,0,1.2,0,0,0,145900
1354,6800,69600,0.12,1802,0,0,1,0,0,4,5,1,105.2,0,0,0,92000
1355,14100,45600,0.16,768,0,0,1,0,0,2,2,1,69.8,0,0,0,83361
1356,20000,60400,0.15,688,300,0,1,0,0,2,2,1,48.2,0,0,1,90000
1357,19000,121000,0.17,1897,400,0,2,0,1,5,4,1,87.9,0,0,1,126661
1358,21100,87400,0.18,864,0,624,1,0,0,3,2,1,39.2,0,0,1,130000
1359,20300,48500,0.2,656,0,0,1,0,0,2,2,1,68.5,0,0,0,66797
1360,16600,84200,0.17,1710,330,0,1,0,0,5,3,0,91.4,0,0,0,102580
1361,6600,60200,0.2,885,0,0,1,0,0,3,2,0,26.8,0,0,0,58814
1362,29800,62900,0.2,1056,530,0,2,0,0,3,2,1,92.5,0,0,1,68705
1363,17900,90100,0.16,986,360,0,1,1,0,3,2,1,56.3,0,0,1,104966
1364,16000,98400,0.19,1416,0,0,1,1,0,4,2,1,49.9,706,0,0,107515
1365,6900,58500,0.26,833,400,0,1,0,0,3,2,1,30,0,0,0,90000
