Property,LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,PoorCondition,GoodCondition,Price
1366,24900,88600,0.16,1040,0,100,2,0,1,2,3,1,90.8,0,0,1,133804
1367,23900,41000,0.24,736,0,252,1,0,0,2,2,1,88.8,0,0,0,50128
1368,22500,155600,0.16,1217,676,256,3,0,1,4,3,1,10.6,484,0,0,154144
1369,35700,159400,0.28,1819,0,0,2,1,1,4,3,1,1.7,620,0,0,187971
1370,15900,104200,0.15,1820,0,0,2,0,0,4,3,1,95,0,0,1,113799
1371,15800,75500,0.15,1011,0,0,1,0,0,3,3,1,91.1,0,0,1,93000
1372,5700,46700,0.09,929,0,0,1,1,0,3,4,0,79.5,0,0,1,64793
1373,36300,238900,0.23,1960,873,126,3,1,1,3,6,1,3.6,682,0,0,238977
1374,8900,119200,0.25,1667,0,0,2,0,0,3,3,1,54.1,0,0,1,130000
1375,19400,72400,0.16,720,150,0,1,0,0,2,2,1,60.8,0,0,1,90332
1376,18400,78200,0.18,896,400,0,1,0,1,2,3,1,68.3,0,0,1,102103
1377,15200,68200,0.16,672,0,100,1,0,0,2,2,1,66.6,0,0,1,105944
1378,60100,61200,0.86,832,0,144,1,0,0,1,4,1,32.7,0,0,1,95918
1379,13800,82100,0.14,1042,0,0,1,0,0,3,3,0,67.4,0,0,1,97323
1380,24800,157500,0.16,1505,500,0,1,0,1,4,2,1,71.6,0,0,1,202441
1381,16100,61400,0.3,1006,0,136,1,0,0,2,2,0,56.8,0,0,1,100642
1382,24100,102600,0.49,1608,0,0,1,0,0,4,2,1,86.8,0,0,1,112817
1383,19900,138000,0.15,1397,0,128,2,1,0,3,2,1,8.1,460,0,0,159500
1384,24300,90900,0.16,1166,432,0,1,1,2,3,3,1,82.6,0,0,1,104594
1385,6700,41000,0.12,616,0,0,1,0,0,2,2,0,44.8,0,0,1,65294
1386,17000,59400,0.17,704,0,0,1,0,0,2,2,1,80.1,0,0,1,65000
1387,35100,161500,0.25,1804,0,100,2,1,1,3,5,1,8.8,484,0,0,202265
1388,29600,217900,0.24,1726,500,252,3,0,2,4,5,1,14.7,552,0,0,228469
1389,16800,47000,0.18,664,0,388,1,0,0,2,3,1,91.2,0,0,1,75000
1390,23700,73500,0.17,720,0,130,1,0,0,2,2,1,58.3,0,0,1,104489
1391,16100,64600,0.15,1084,288,0,2,0,0,2,5,0,91.4,0,0,1,76243
1392,17700,75900,0.17,2158,0,150,3,0,0,5,2,1,69.2,0,0,1,94500
1393,17300,74400,0.2,852,0,0,1,0,0,2,2,1,50.4,0,0,1,95424
1394,28500,74300,0.24,726,0,0,1,0,1,2,2,1,67,200,0,0,110951
1395,23600,59100,0.43,936,0,100,1,0,0,2,2,0,58.3,0,1,0,38169
1396,24300,97200,0.17,908,0,0,1,0,0,2,3,1,57.8,0,0,1,124599
1397,19600,91300,0.23,1144,350,0,1,0,0,3,2,1,52.5,0,0,1,120043
1398,16200,83900,0.15,1166,0,0,1,0,1,2,4,1,56,0,0,1,97107
1399,13600,58900,0.13,1108,0,140,1,0,1,2,4,1,95.7,0,0,0,45308
1400,15000,50000,0.23,1071,0,0,1,0,0,2,3,1,108.6,0,0,0,48200
1401,26300,135300,0.11,1922,0,0,2,0,0,4,4,1,79.4,0,0,1,186172
1402,24200,77200,0.36,1085,500,0,1,0,1,2,2,0,85.2,0,0,1,114900
1403,14800,32300,0.15,623,0,0,0,1,0,2,3,0,92.8,0,1,0,14846
1404,22300,85900,0.26,968,0,0,1,0,1,3,3,1,57.6,0,0,1,101220
1405,15300,60600,0.15,672,330,140,1,0,0,2,2,1,60.1,0,0,1,96800
1406,19900,105900,0.55,1372,0,72,1,1,0,4,3,1,31.8,0,0,1,123225
1407,9800,105800,0.14,1040,0,0,1,0,0,3,3,0,53.7,364,0,1,112789
1408,5700,66500,0.15,897,0,0,2,0,0,3,2,1,27.1,0,0,1,87000
1409,20700,70000,0.12,874,0,0,1,0,0,2,4,1,86.5,0,0,0,79048
1410,18100,72400,0.2,780,0,0,1,0,0,2,2,0,52.8,312,0,1,98187
1411,25600,122000,0.16,1372,898,37,2,0,1,4,4,1,88.9,0,0,1,162008
1412,22500,42700,0.32,784,0,275,1,0,0,3,3,0,80.7,0,0,1,86760
1413,18900,95000,0.13,976,0,138,1,0,0,2,3,1,58.5,0,0,1,115584
1414,14600,103700,0.32,1620,0,424,1,0,0,3,3,1,56.2,0,0,1,120000
1415,17700,102000,0.17,2068,0,0,1,0,1,5,5,1,113.6,0,0,1,101220
1416,27100,103000,0.2,1034,425,144,1,1,1,4,1,1,37.4,0,0,1,145998
1417,14300,35500,0.17,686,0,0,1,0,0,1,3,0,106.7,0,0,0,64588
1418,31100,166800,0.2,1707,0,0,1,1,2,2,4,1,57.7,285,0,1,169665
1419,16600,106700,0.15,1034,0,120,1,0,0,3,2,1,6.4,0,0,0,120138
1420,21900,122400,0.17,1052,420,340,2,1,1,3,2,1,15.7,160,0,0,141389
1421,16200,85100,0.16,756,0,0,1,0,0,3,2,1,32,308,0,1,90000
1422,22400,87300,0.23,1035,0,40,1,0,0,3,2,1,53.2,240,0,1,117000
1423,27200,100600,0.33,1034,456,196,1,1,0,3,2,1,33.4,0,0,1,126436
1424,16100,63600,0.15,816,0,0,1,0,0,2,3,1,86.4,0,0,1,64888
1425,27000,73300,0.17,768,0,152,1,0,0,2,2,1,54.5,0,0,1,118573
1426,17000,93300,0.17,1048,0,0,1,0,0,3,3,0,55.1,0,0,1,105000
1427,21300,102700,0.17,1012,0,0,1,0,0,3,2,1,49.4,0,0,1,114508
1428,12400,50200,0.14,1063,0,0,1,0,0,2,4,0,96.2,0,0,0,73400
1429,20700,62000,0.13,768,0,0,1,0,0,2,2,1,87.7,0,0,0,56394
1430,35800,135200,0.25,1936,0,0,2,0,1,3,5,0,76.7,0,0,1,133033
1431,16600,87000,0.15,840,0,120,1,0,0,3,2,1,36.8,0,0,1,115370
1432,9500,32800,0.1,528,0,0,1,0,0,1,2,0,69.7,0,0,0,43380
1433,21400,94800,0.16,970,0,122,1,0,1,2,3,1,67.6,0,0,1,128213
1434,21200,89500,0.16,856,750,192,1,0,0,2,2,1,16.4,0,0,1,124051
1435,31100,131100,0.33,1274,418,0,2,1,1,3,3,1,32,220,0,1,177500
1436,27900,90700,0.19,1134,720,96,1,0,0,3,3,0,57.5,0,0,0,114413
1437,19800,104800,0.2,1196,250,0,1,1,1,3,2,1,53.6,228,0,1,117609
1438,23600,104100,0.17,1320,228,144,1,0,0,2,4,1,62.2,0,0,1,125000
1439,44700,124000,1.32,1500,0,512,2,0,1,3,2,1,20.5,540,0,1,207261
1440,48200,128700,0.25,1400,0,0,1,1,0,3,4,1,50.6,0,0,1,190391
1441,25400,102000,0.16,912,0,125,1,0,1,2,3,1,82,0,0,1,127545
1442,17600,76300,0.21,955,432,0,1,0,0,3,2,1,50.2,0,0,0,110000
1443,45400,118100,0.19,1437,265,339,2,0,0,3,2,1,68.7,209,0,1,119537
1444,27600,81900,0.38,1352,0,0,1,0,0,4,4,1,110.7,0,0,1,116645
1445,22900,93100,0.15,1122,0,216,1,0,0,3,3,1,55.3,0,0,1,101149
1446,19600,126200,0.22,1094,0,208,2,0,0,3,2,1,2.7,0,0,0,144504
1447,19000,52600,0.16,983,0,0,1,0,0,2,3,0,93.8,0,0,0,47718
1448,22900,83700,0.15,988,280,0,1,0,1,3,3,1,69.1,0,0,1,136000
1449,15000,70700,0.13,800,0,120,1,0,0,2,3,1,50.6,0,0,1,83194
1450,21200,74300,0.26,864,0,0,1,0,0,3,2,1,51.6,0,0,1,91580
1451,19900,82600,0.18,1034,0,0,1,0,0,3,3,1,79.8,0,0,1,107907
1452,20000,107600,0.23,961,500,165,1,1,1,3,2,1,36.7,0,0,1,139781
1453,19500,38600,0.21,720,0,0,1,0,0,2,2,1,60.2,0,0,1,79840
1454,27500,86400,0.22,1142,0,0,1,0,0,3,2,1,54.8,0,0,0,117333
1455,29200,165400,0.22,2099,0,0,2,1,0,5,3,1,43.6,484,0,1,167737
1456,28100,102900,0.18,1369,0,0,1,1,1,3,3,1,75.8,0,0,1,160045
1457,15900,61000,0.15,964,0,0,1,0,0,3,2,1,105.4,0,0,1,87093
1458,25400,87800,0.17,1183,0,0,1,0,0,3,3,1,56.7,0,0,1,118091
1459,17700,60800,0.21,816,0,0,1,0,0,2,2,1,54.7,264,0,0,94376
1460,25900,61800,0.15,980,0,0,1,0,0,3,3,1,74.8,0,0,1,86404
1461,26000,88200,0.16,1048,0,0,1,1,1,2,3,1,86.5,0,0,1,122142
1462,5700,48400,0.15,1502,0,0,2,0,0,2,5,1,98.4,0,1,0,28627
1463,56400,256400,0.4,2217,0,514,1,1,1,3,5,1,56.8,360,0,1,299470
1464,25400,93800,0.16,936,0,0,1,0,1,2,3,1,82.1,0,0,1,119900
1465,13900,61500,0.13,741,0,0,1,0,0,2,2,1,52.7,0,0,1,96285
1466,14400,56200,0.15,946,0,0,1,0,0,2,2,1,87.9,0,0,1,91805
1467,33000,124700,0.18,1170,200,391,1,1,2,3,3,1,70.1,360,0,1,171000
1468,46200,220500,0.57,2815,0,977,2,1,1,4,3,1,50.8,0,0,1,235649
1469,17200,80400,0.17,1037,0,120,1,0,0,3,2,1,52.5,0,1,0,54907
1470,25300,81100,0.17,720,0,292,2,0,0,2,2,1,58.1,0,0,1,118000
1471,25800,108000,0.26,1999,200,0,2,1,0,2,3,1,53.3,380,0,0,128249
1472,10500,52500,0.14,640,320,0,1,0,0,2,2,1,57,0,0,0,63000
1473,4800,60900,0.15,1952,0,0,2,0,1,2,4,0,95.2,0,0,0,57000
1474,22500,79100,0.19,780,0,0,1,0,0,2,2,1,58.9,0,0,1,117530
1475,20000,128100,0.26,1032,400,288,2,0,0,3,3,1,11.5,200,0,0,141227
1476,8400,60400,0.14,888,0,0,1,1,0,3,3,0,65.2,0,0,1,79000
1477,30500,121100,0.17,1264,552,0,1,1,1,2,3,1,59.5,0,0,1,157449
1478,29900,161200,0.28,1607,400,200,1,1,2,3,3,1,69.6,383,0,1,225095
1479,7700,38700,0.13,816,0,0,1,0,0,2,2,0,103.1,0,0,0,78000
1480,28900,102300,0.29,1301,350,0,1,0,0,3,4,1,50.4,0,0,0,87790
1481,34600,129800,0.24,1572,0,100,2,1,1,3,2,1,1.1,440,0,0,175000
1482,13100,111500,0.17,900,750,0,2,0,0,3,2,1,36.5,0,0,1,107352
1483,17000,107400,0.27,888,444,404,1,1,2,3,2,1,50.5,0,0,1,112123
1484,36500,147700,0.29,1631,0,144,2,1,1,3,3,1,10.2,597,0,0,171763
1485,11100,71900,0.17,1911,0,0,2,1,1,5,3,0,74.9,0,0,1,139425
1486,39400,158900,0.33,1732,0,120,2,1,1,3,3,1,7.4,680,0,0,230925
1487,27900,131600,0.19,1082,500,432,2,0,1,3,3,1,40.7,0,0,1,139684
1488,26900,72800,0.22,804,300,168,1,0,0,2,2,1,67.6,0,0,0,118573
1489,22600,139800,0.37,1432,0,0,2,0,0,3,2,1,36.4,0,0,1,150769
1490,27500,70600,0.19,653,0,749,1,0,0,2,2,0,58.3,0,0,1,104871
1491,17200,88900,0.16,845,300,0,1,0,0,3,1,1,63,0,0,1,69889
1492,27700,93000,0.18,1185,0,0,1,0,0,2,3,1,54.3,0,0,1,113554
1493,20800,66900,0.27,972,0,138,1,0,1,2,3,1,85.4,0,0,1,88744
1494,20000,104100,0.21,1228,400,0,1,0,0,3,2,1,57.6,0,0,0,120501
1495,18500,84300,0.21,836,0,0,1,1,0,3,3,1,27.3,0,0,1,95424
1496,13000,111300,0.26,1400,252,200,2,0,0,3,2,1,41.9,0,0,0,123715
1497,18800,101700,0.22,1094,0,498,1,0,0,2,3,1,55.7,0,0,1,114476
1498,29200,72700,0.24,720,0,96,1,0,0,2,2,1,62.2,0,0,1,123000
1499,10300,81800,0.08,1308,0,104,1,0,0,3,3,1,93.6,0,0,1,93605
1500,10300,54700,0.11,629,0,0,1,0,0,2,2,0,38,0,0,1,73640
1501,13700,25800,0.14,987,0,0,1,0,0,2,4,0,92.7,0,1,0,14460
1502,21100,81100,0.27,1238,0,0,1,0,0,2,4,1,98.3,0,0,1,103535
1503,25400,114200,0.17,1144,440,0,1,0,0,3,3,1,53.3,0,0,1,123478
1504,5200,39000,0.08,2205,0,0,2,0,0,5,4,0,102.4,0,1,0,17176
1505,15300,57200,0.15,924,0,0,1,0,0,3,3,1,90.6,0,0,1,73746
1506,42200,156100,0.18,1585,0,0,2,1,1,3,2,1,1.5,484,0,0,198585
1507,30500,96000,0.2,1408,0,312,1,1,1,3,3,1,81.7,0,0,1,167737
1508,20900,97200,0.14,1090,450,314,1,1,0,3,2,1,60.7,0,0,0,122332
1509,33900,101800,0.22,1203,0,100,1,0,0,3,2,1,88.4,0,0,1,125005
1510,38300,84000,0.82,924,288,194,2,0,1,2,2,1,33.6,0,0,1,154241
1511,38900,141000,0.37,1785,400,0,1,0,0,2,3,1,58.2,0,0,1,195000
1512,31100,205700,0.17,2428,0,120,3,0,2,4,5,1,90.9,0,0,1,263141
1513,16800,48700,0.18,830,0,96,1,0,0,2,2,1,88.7,0,0,1,80976
1514,25000,86000,0.16,741,0,77,1,0,1,2,2,1,68.2,0,0,1,109900
1515,38000,51100,1,748,0,0,1,0,0,2,2,1,83.6,0,0,1,101220
1516,11100,42400,0.18,847,0,0,1,0,0,2,3,0,90.1,0,0,0,65000
1517,28800,98800,0.19,1288,300,0,1,2,0,3,2,1,53.9,0,0,1,134516
1518,22700,94600,0.15,825,400,144,1,0,0,2,2,1,58.2,0,0,1,115000
1519,36000,75700,0.84,1366,0,240,1,1,0,3,4,1,60.2,0,0,0,129900
1520,32800,150100,0.32,1434,616,400,2,1,1,4,1,1,41.3,0,0,1,170999
1521,43500,161900,0.35,1734,700,200,3,0,2,3,3,1,44.6,0,0,1,192801
1522,10500,61000,0.14,864,0,0,1,0,0,2,3,1,56.7,0,0,1,81940
1523,23100,103500,0.19,1118,0,100,2,0,0,3,2,1,19.5,0,0,0,138555
1524,3900,49400,0.09,1027,0,0,1,0,0,2,3,0,64.7,0,0,1,79434
1525,49000,163200,0.28,1461,0,72,2,1,1,3,3,1,1,552,0,0,230500
1526,47400,142700,0.62,2061,0,32,1,0,1,3,2,1,54.9,0,0,1,206094
1527,25100,83900,0.2,1096,0,0,1,1,0,3,3,1,45.8,0,0,1,112915
1528,13900,75300,0.09,1006,0,0,1,0,1,2,3,0,85,0,0,0,76586
1529,20900,98400,0.2,992,550,0,1,0,0,3,2,1,54.2,0,0,1,139900
1530,23400,70600,0.37,1344,0,0,1,0,0,2,2,1,93.2,0,0,1,98900
1531,18500,63300,0.53,1310,0,0,1,0,0,3,2,1,90.1,0,0,0,65000
1532,39200,169200,0.36,2150,0,144,2,1,1,3,3,1,5.9,714,0,0,198337
1533,23000,113700,0.23,1221,500,144,2,0,1,3,2,1,22.4,0,0,1,151724
1534,25200,97100,0.15,1525,0,0,1,1,0,3,3,1,98.4,0,0,1,134070
1535,30500,85100,0.18,981,300,64,1,0,0,2,2,0,62.7,0,0,1,118573
1536,13600,87200,0.17,960,0,0,1,1,0,3,2,1,34.7,0,1,0,95436
1537,18700,64800,0.25,998,0,180,1,0,0,3,3,1,80.1,0,0,1,96500
1538,10700,33700,0.15,732,0,144,1,0,0,2,3,0,63,0,1,0,73542
1539,14300,58600,0.17,752,200,0,1,0,0,2,2,1,61.6,0,0,1,57840
1540,24200,60700,0.15,1004,0,0,1,0,1,3,2,0,82.5,0,0,1,100672
1541,22700,69200,0.15,950,0,0,1,0,0,2,3,0,82.4,0,0,0,61071
1542,16500,70600,0.21,1103,0,0,1,0,0,3,2,1,58.9,0,0,1,88368
1543,16200,60100,0.17,675,0,0,1,0,0,2,2,0,52.8,0,0,1,74469
1544,10700,49700,0.15,1224,0,0,1,1,0,2,6,1,99.8,0,0,0,64803
1545,18400,123500,0.2,1744,650,0,1,2,1,2,4,1,60.3,220,0,1,119280
1546,34500,170000,0.26,1568,986,0,2,1,1,3,4,1,19.5,770,0,1,218043
1547,32600,68900,0.2,768,0,0,1,0,0,2,2,1,83.8,0,0,0,120019
1548,57900,217900,1.78,1641,900,423,3,0,2,3,2,1,14.7,484,0,0,245467
1549,6700,48000,0.29,624,0,0,1,0,0,2,2,1,98.2,0,0,1,54900
1550,31500,82900,0.29,954,0,0,1,0,0,3,2,1,55.2,0,0,0,131830
1551,9800,34500,0.21,693,0,60,1,0,0,3,1,0,122.7,0,0,0,43380
1552,47500,184600,0.45,1830,0,160,2,1,1,3,4,1,4.2,704,0,0,241899
1553,25600,82100,0.2,1005,500,288,1,1,0,3,3,1,49.7,0,0,1,131587
1554,32700,51400,0.23,1170,0,0,1,0,1,3,2,1,69.4,0,1,0,98286
1555,15000,18300,0.17,684,0,0,1,0,0,1,3,1,94.7,0,1,0,9640
1556,22900,160000,0.15,1736,500,202,3,1,1,3,3,1,20.7,510,0,1,173521
1557,15800,73700,0.15,864,0,425,1,0,0,2,2,1,70.4,0,0,1,87313
1558,8900,11900,0.12,656,0,0,1,0,0,2,2,1,81.6,0,0,1,31330
1559,6100,43300,0.16,948,182,0,1,0,0,2,3,1,69.9,0,0,0,73640
1560,11600,27900,0.28,778,0,192,1,0,0,1,3,0,108,0,0,0,40257
1561,6600,59100,0.22,1808,0,0,1,1,1,4,3,0,84.4,0,0,0,95424
1562,17600,45500,0.17,870,0,0,1,0,0,2,3,0,98.5,0,0,0,52483
1563,15000,102900,0.14,1385,0,0,2,0,0,4,2,1,55,0,0,1,124000
1564,20100,38800,0.58,864,0,0,1,0,0,2,3,0,55.7,0,0,0,48441
1565,17600,59200,0.23,864,0,0,1,0,0,3,2,1,55.4,0,1,0,85786
1566,25900,134300,0.3,1094,440,0,2,1,1,3,2,1,15.9,284,0,0,151699
1567,16000,52300,0.15,720,0,0,1,0,0,2,2,0,59.2,0,0,0,67500
1568,14400,80100,0.15,918,400,0,1,0,0,3,2,1,51.9,0,0,0,116842
1569,20800,67200,0.2,912,0,216,1,0,0,2,2,0,53.9,0,0,0,86404
1570,16100,32700,0.24,660,0,96,1,0,0,1,2,1,88.5,0,0,0,51309
1571,16900,71300,0.15,976,0,240,1,0,0,2,3,1,57.1,0,0,1,103000
1572,15200,43500,0.22,650,0,60,1,0,0,1,3,1,45.9,0,1,0,44184
1573,18900,38200,0.19,718,0,0,1,0,0,2,3,0,58,0,1,0,61000
1574,45400,219200,0.21,1832,0,0,1,1,1,3,5,1,79.8,209,0,1,270014
1575,14900,42400,0.15,864,0,0,1,0,0,2,3,1,97.9,0,1,0,66767
1576,12100,98500,0.28,1736,0,0,1,0,0,2,4,0,64.4,528,0,1,140750
1577,18400,55700,0.17,720,0,0,1,0,0,2,2,0,58.5,0,0,0,84927
1578,29700,85000,0.18,1433,0,0,1,0,0,3,4,1,98,0,0,0,118806
1579,18200,63600,0.15,864,0,0,1,0,0,2,2,0,66.8,0,0,1,105076
1580,20800,101100,0.25,960,0,120,1,1,0,2,2,1,14.2,0,0,0,125610
1581,24700,117800,0.32,1380,0,0,1,1,0,3,2,1,48.7,440,0,1,163784
1582,26800,84900,0.19,910,0,0,1,0,0,2,3,0,68.5,198,0,0,124051
1583,18900,79900,0.16,1307,388,0,1,0,1,3,2,1,69.5,0,0,0,85881
1584,48500,91600,0.23,928,0,0,1,0,0,2,3,1,70.5,240,0,1,152313
1585,18200,57800,0.15,792,0,120,1,0,0,2,2,1,104.2,0,0,1,81900
1586,16100,61900,0.15,939,0,0,1,0,0,2,2,1,88.7,0,0,1,77024
1587,20400,121800,0.2,1113,700,0,1,0,1,2,2,1,44.6,0,0,1,126767
1588,4900,29900,0.1,1034,0,0,1,0,0,2,2,0,99.7,0,1,0,19280
1589,16600,48100,0.21,768,0,72,1,0,0,2,2,0,84,0,0,0,63821
1590,27000,100200,0.18,1144,0,0,1,1,0,3,2,1,51.6,0,0,1,140224
1591,16600,104400,0.24,800,380,312,2,0,0,3,3,1,24.4,0,0,0,107829
1592,19900,155700,0.15,1217,676,200,3,0,1,4,3,1,7.9,484,0,0,166820
1593,14900,44300,0.15,748,0,0,1,0,0,2,2,1,102.9,0,0,0,66473
1594,14800,76100,0.19,884,0,0,1,0,0,2,2,1,25.6,0,0,1,89652
1595,33700,162500,0.21,1972,0,144,2,1,1,4,4,1,8.8,440,0,0,184591
1596,21000,92900,0.17,912,250,216,2,0,0,3,2,1,46.8,0,0,1,117824
1597,32900,111600,0.22,1524,0,49,1,1,0,3,4,1,57.6,0,0,1,133033
1598,26600,130000,0.25,1754,0,253,2,0,0,4,4,1,44.5,528,0,1,152678
1599,31600,67100,0.19,1427,0,0,1,0,0,2,3,0,103,0,1,0,64803
1600,20800,89400,0.15,857,600,166,2,0,0,3,1,1,16,0,0,1,123715
1601,16300,40700,0.16,768,0,0,1,0,0,2,3,0,82.9,0,1,0,73640
1602,18700,50900,0.15,828,0,0,1,0,0,2,2,1,98.4,0,0,0,44945
1603,25800,110700,0.18,1258,300,0,1,1,0,3,2,1,51.9,0,0,1,132552
1604,16600,98900,0.16,1512,0,120,1,0,0,4,3,1,49.1,0,1,0,90000
1605,24800,80500,0.17,940,0,144,1,0,0,2,3,1,61.3,0,0,0,119280
1606,22600,89200,0.15,882,300,167,1,0,1,2,2,1,80.4,0,0,1,128726
1607,24900,127800,0.16,1462,0,302,2,0,1,3,4,1,78.4,0,0,1,138364
1608,18700,97200,0.45,1297,0,0,1,0,1,2,2,1,58.3,0,0,0,107352
1609,32600,86400,0.23,981,350,335,1,0,0,2,2,1,61.8,0,0,1,137462
1610,19100,86600,0.34,936,0,0,1,0,0,4,2,1,68.1,0,0,1,105000
1611,7600,85700,0.15,1895,0,0,1,0,0,3,4,1,65.9,0,0,1,116842
1612,25900,90200,0.19,1392,0,388,1,0,0,2,4,1,60.5,0,0,1,117944
1613,17000,38200,0.16,648,0,192,1,0,0,1,3,0,91.5,0,0,0,49620
1614,29900,91700,0.23,1032,300,0,1,0,0,2,2,1,65.5,0,0,0,133593
1615,13600,66700,0.13,753,300,0,1,0,0,2,2,1,57.9,0,0,1,103096
1616,23900,88400,0.14,1440,0,0,1,0,0,4,3,0,87.8,0,0,1,125321
1617,33900,151600,0.26,1856,0,460,2,1,1,3,3,1,25.3,484,0,1,149815
1618,29400,135500,0.18,1628,0,130,1,0,0,3,4,1,98.2,0,0,1,180000
1619,25400,145300,0.27,1162,1162,0,2,0,0,3,2,1,51.2,500,0,1,134900
1620,27000,95500,0.21,1238,0,140,1,1,0,1,4,1,54.5,0,0,1,131207
1621,15100,72100,0.16,1160,0,0,1,1,0,3,2,1,87.7,0,0,1,95340
1622,34900,233000,0.3,2541,0,272,2,0,1,4,5,1,10.5,629,0,0,276729
1623,18200,69200,0.17,1036,0,222,1,0,0,2,3,1,93.8,0,0,1,105944
1624,16800,88100,0.24,907,500,0,2,0,1,3,2,0,53.4,0,0,0,101626
1625,13700,41100,0.16,769,0,0,1,0,0,2,2,0,91.5,0,0,1,75385
1626,13300,63500,0.13,862,0,0,1,0,0,3,2,0,61.7,0,0,0,69890
1627,16700,69900,0.2,875,0,623,1,0,0,3,2,1,48.6,0,1,0,31812
1628,27100,94100,0.2,1056,0,0,1,1,0,3,2,1,38.7,0,0,1,140166
1629,19900,114400,0.23,1190,160,240,1,1,0,4,2,1,52,0,0,1,150128
1630,16000,89400,0.15,1512,0,264,1,1,0,3,5,1,101.2,0,0,1,135000
1631,29200,60700,0.34,832,0,0,1,0,0,2,3,1,53.9,0,0,0,63821
1632,11900,87600,0.17,875,0,200,1,0,0,3,2,1,47.5,0,0,1,102580
1633,15300,86000,0.15,1229,0,0,2,0,1,3,4,1,83.6,0,0,1,105076
1634,25000,93800,0.16,1069,350,0,2,0,1,2,5,1,85.2,0,0,1,132500
1635,18600,75900,0.15,1040,0,0,1,0,0,3,2,1,95.1,0,0,0,75800
1636,49900,176100,0.23,1372,300,0,1,1,0,3,3,1,46.1,286,1,0,160000
1637,16300,50900,0.16,840,0,56,1,0,0,2,2,0,94.6,0,0,1,77120
1638,33100,113400,0.22,1470,300,0,1,1,0,3,4,1,58.5,240,0,1,145760
1639,22700,97000,0.15,1364,0,176,1,0,0,3,3,1,60.8,0,0,1,124697
1640,16500,82600,0.21,972,0,196,1,0,0,2,3,1,58.6,0,0,1,112789
1641,35300,146200,0.23,1800,0,0,1,0,1,3,3,1,80.4,0,0,1,213749
1642,24300,47200,0.42,940,0,200,1,0,0,3,2,0,53.2,0,0,1,80900
1643,36100,169800,0.28,1585,0,312,2,1,1,3,3,1,6.6,730,0,0,232807
1644,15600,65000,0.15,936,0,0,2,0,0,3,2,1,88.9,0,0,1,112817
1645,21400,74400,0.16,841,0,0,1,0,0,2,3,1,79.6,0,0,1,118091
1646,16400,57700,0.17,964,0,112,1,0,0,2,3,1,92.6,0,0,1,67480
1647,27100,137800,0.33,1678,0,260,2,1,1,3,3,1,11.7,420,0,0,162917
1648,3600,21300,0.09,707,0,0,1,0,0,2,3,0,96.4,0,0,1,38647
1649,20600,109700,0.24,1196,0,0,1,1,2,3,3,1,52.5,440,0,0,125321
1650,7200,53500,0.28,1151,0,0,2,0,1,5,3,0,72.2,0,0,0,65000
1651,24600,165500,0.29,1300,1080,0,1,1,1,4,4,1,43,0,0,1,133534
1652,21300,95200,0.17,912,0,251,1,0,0,3,2,1,49.1,0,0,1,135000
1653,15800,123200,0.16,1060,0,120,2,0,0,3,2,1,2.3,0,0,0,138364
1654,23500,68800,0.67,1085,0,0,1,0,1,3,1,1,54.4,0,0,1,100195
1655,18900,58400,0.27,1056,0,0,1,0,0,2,3,0,86.2,0,0,0,91500
1656,26600,113500,0.18,1021,500,0,1,0,0,2,3,1,57.6,0,0,1,131105
1657,29900,150900,0.24,1269,728,200,2,1,1,3,3,1,6.5,484,0,0,173424
1658,18000,92400,0.5,1334,0,153,1,1,1,4,2,1,53.9,0,0,0,130490
1659,30000,95500,0.17,1527,0,0,2,0,1,4,3,0,103.5,0,0,0,130044
1660,19600,96700,0.18,892,400,100,1,1,0,2,3,1,43.2,0,0,1,123500
1661,18400,91700,0.18,1380,0,0,1,0,0,3,3,1,76,0,0,1,112915
1662,34600,112200,0.24,1523,550,0,1,1,2,3,4,1,67.1,0,0,1,154000
1663,15300,62000,0.15,988,0,0,1,0,0,2,2,1,69.8,0,0,1,98089
1664,39700,116200,0.42,1420,300,198,2,1,1,3,2,1,41.6,0,0,1,159061
1665,22500,39200,0.35,648,140,0,1,0,0,2,2,0,61.7,0,0,1,84350
1666,24300,130800,0.19,1209,0,120,2,0,1,3,3,1,11.3,680,0,0,162220
1667,29300,82800,0.25,672,0,657,1,0,0,2,2,1,58.4,0,0,1,114508
1668,20300,73700,0.24,928,0,64,1,0,0,3,2,1,45.5,0,0,1,106040
1669,27900,101200,0.22,929,0,245,1,0,0,3,2,1,55.8,0,0,1,129116
1670,17700,74200,0.24,1092,0,0,1,0,0,4,2,0,54.5,312,0,1,103630
1671,20700,130600,0.16,1130,420,96,2,1,1,3,2,1,4.4,140,0,0,156399
1672,14300,27300,0.15,1344,0,0,1,0,0,3,3,0,105.7,0,1,0,20244
1673,23100,69500,0.19,774,500,90,1,0,0,2,2,1,26.7,0,0,1,100052
1674,29200,117500,0.2,1466,0,0,1,1,1,3,3,1,53.8,0,0,1,161026
1675,19100,92100,0.15,1152,0,117,1,0,0,2,2,1,53.4,0,0,1,101149
1676,21300,135700,0.62,1056,500,191,2,0,0,3,2,1,19.5,0,0,0,133997
1677,20100,75100,0.2,1470,0,0,1,0,0,3,3,1,108.1,0,0,1,110000
1678,34700,54500,0.5,926,0,80,1,0,0,1,2,0,50.9,0,0,1,79531
